Reaction ID,Reaction (Long),Reaction (Short),Reversible,Enzyme,Genes,PATHWAY
R08166,"2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate <=> (1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate + Pyruvate",C16519 <=> C05817 + C00022,FALSE,4.2.99.20,chr_643,rn00130
R10127,Biotin sulfoxide + NADPH + H+ <=> Biotin + NADP+ + H2O,C20386 + C00005 + C00080 <=> C00120 + C00006 + C00001,FALSE,1.-.-.-,chr_663,rn00780
R09083,Reduced FMN + Oxygen <=> Dimethylbenzimidazole + D-Erythrose 4-phosphate + H2O,C01847 + C00007 <=> C03114 + C00279 + C00001,FALSE,1.13.11.79,chr_749,rn00740
R00955,UDP-glucose + alpha-D-Galactose 1-phosphate <=> D-Glucose 1-phosphate + UDP-alpha-D-galactose,C00029 + C00446 <=> C00103 + C00052,TRUE,2.7.7.12,chr_760,rn00052;rn00520
R02301,"ATP + Folinic acid + H+ <=> ADP + Orthophosphate + 5,10-Methenyltetrahydrofolate",C00002 + C03479 + C00080 <=> C00008 + C00009 + C00445,FALSE,6.3.3.2,chr_769,rn00670
R00289,UTP + D-Glucose 1-phosphate <=> Diphosphate + UDP-glucose,C00075 + C00103 <=> C00013 + C00029,FALSE,2.7.7.9;2.7.7.64,chr_770,rn00040;rn00052;rn00500;rn00520;rn00541;rn00561
R04072,Dolichyl phosphate D-mannose + [Protein]-L-serine <=> Dolichyl phosphate + 3-O-(alpha-D-Mannosyl)-L-serinyl-[protein],C03862 + C02189 <=> C00110 + C02863,TRUE,2.4.1.109,chr_782,
R07620,Dolichyl phosphate D-mannose + [Protein]-L-serine <=> Dolichyl phosphate + G13027,G10617 + C02189 <=> G10622 + G13027,FALSE,2.4.1.109,chr_782,rn00514;rn00515
R11399,Dolichyl phosphate D-mannose + [Protein]-L-threonine <=> Dolichyl phosphate + 3-O-(alpha-D-Mannosyl)-L-threonyl-[protein],C03862 + C19803 <=> C00110 + C20722,TRUE,2.4.1.109,chr_782,
R01716,Chorismate + L-Glutamine <=> 4-Amino-4-deoxychorismate + L-Glutamate,C00251 + C00064 <=> C11355 + C00025,FALSE,2.6.1.85,( chr_3043 and chr_784 ),rn00790
R03659,ATP + L-Methionine + tRNA(Met) <=> AMP + Diphosphate + L-Methionyl-tRNA,C00002 + C00073 + C01647 <=> C00020 + C00013 + C02430,FALSE,6.1.1.10,chr_786,rn00970
R04773,ATP + L-Selenomethionine + tRNA(Met) <=> AMP + Diphosphate + Selenomethionyl-tRNA(Met),C00002 + C05335 + C01647 <=> C00020 + C00013 + C05336,FALSE,6.1.1.10,chr_786,rn00450
R05634,4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ATP <=> 2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ADP,C11435 + C00002 <=> C11436 + C00008,FALSE,2.7.1.148,chr_794,rn00900
R09289,3-Hydroxypropanoate + NADP+ <=> 3-Oxopropanoate + NADPH + H+,C01013 + C00006 <=> C00222 + C00005 + C00080,FALSE,1.1.1.298;1.1.1.-,chr_801,rn00240;rn00720
R01049,ATP + D-Ribose 5-phosphate <=> AMP + 5-Phospho-alpha-D-ribose 1-diphosphate,C00002 + C00117 <=> C00020 + C00119,TRUE,2.7.6.1,chr_802,rn00030;rn00230
R00416,UTP + N-Acetyl-alpha-D-glucosamine 1-phosphate <=> Diphosphate + UDP-N-acetyl-alpha-D-glucosamine,C00075 + C04501 <=> C00013 + C00043,FALSE,2.7.7.23,chr_803,rn00520;rn00541
R05332,Acetyl-CoA + alpha-D-Glucosamine 1-phosphate <=> CoA + N-Acetyl-alpha-D-glucosamine 1-phosphate,C00024 + C06156 <=> C00010 + C04501,FALSE,2.3.1.157,chr_803,rn00520
R02222,Stearoyl-CoA + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> Oleoyl-CoA + 2 Ferricytochrome b5 + 2 H2O,C00412 + 2 C00999 + C00007 + 2 C00080 <=> C00510 + 2 C00996 + 2 C00001,TRUE,1.14.19.1,chr_806,rn01040
R12173,Palmitoyl-CoA + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> Palmitoleoyl-CoA + 2 Ferricytochrome b5 + 2 H2O,C00154 + 2 C00999 + C00007 + 2 C00080 <=> C21072 + 2 C00996 + 2 C00001,FALSE,1.14.19.1,chr_806,rn01040
R00087,ATP + H2O <=> AMP + Diphosphate,C00002 + C00001 <=> C00020 + C00013,FALSE,3.6.1.8;3.6.1.9,chr_813,rn00230
R00103,NAD+ + H2O <=> AMP + Nicotinamide D-ribonucleotide,C00003 + C00001 <=> C00020 + C00455,FALSE,3.6.1.9;3.6.1.22,( chr_1140 and chr_813 ),rn00760
R00287,UDP-glucose + H2O <=> UMP + D-Glucose 1-phosphate,C00029 + C00001 <=> C00105 + C00103,FALSE,3.6.1.9;3.6.1.45,chr_813,rn00500
R00426,GTP + H2O <=> GMP + Diphosphate,C00044 + C00001 <=> C00144 + C00013,FALSE,3.6.1.9,chr_813,rn00230
R00515,CTP + H2O <=> CMP + Diphosphate,C00063 + C00001 <=> C00055 + C00013,FALSE,3.6.1.9;3.6.1.65;3.6.1.-,chr_813,rn00240
R00662,UTP + H2O <=> UMP + Diphosphate,C00075 + C00001 <=> C00105 + C00013,FALSE,3.6.1.9;3.6.1.-,chr_813,rn00240
R03004,Deamino-NAD+ + H2O <=> AMP + Nicotinate D-ribonucleotide,C00857 + C00001 <=> C00020 + C01185,FALSE,3.6.1.9;3.6.1.22,( chr_1140 and chr_813 ),rn00760
R03036,Dephospho-CoA + H2O <=> Pantetheine 4'-phosphate + AMP,C00882 + C00001 <=> C01134 + C00020,TRUE,3.6.1.9,chr_813,rn00770
R11323,dTTP + H2O <=> dTMP + Diphosphate,C00459 + C00001 <=> C00364 + C00013,FALSE,3.6.1.9;3.6.1.-,chr_813,rn00240
R00658,2-Phospho-D-glycerate <=> Phosphoenolpyruvate + H2O,C00631 <=> C00074 + C00001,TRUE,4.2.1.11,chr_817,rn00010;rn00680
R03409,"Guanosine 3'-diphosphate 5'-triphosphate + H2O <=> Guanosine 3',5'-bis(diphosphate) + Orthophosphate",C04494 + C00001 <=> C01228 + C00009,TRUE,3.6.1.11;3.6.1.40,chr_823,rn00230
R00578,ATP + L-Aspartate + L-Glutamine + H2O <=> AMP + Diphosphate + L-Asparagine + L-Glutamate,C00002 + C00049 + C00064 + C00001 <=> C00020 + C00013 + C00152 + C00025,TRUE,6.3.5.4,chr_902,rn00250
R00238,2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA,2 C00024 <=> C00010 + C00332,TRUE,2.3.1.9;2.3.1.16,( chr_1964 and chr_941 ),rn00071;rn00280;rn00310;rn00362;rn00380;rn00620;rn00630;rn00650;rn00720;rn00900
R01177,Acetyl-CoA + Butanoyl-CoA <=> CoA + 3-Oxohexanoyl-CoA,C00024 + C00136 <=> C00010 + C05269,FALSE,2.3.1.9;2.3.1.16,( chr_1964 and chr_941 ),rn00062;rn00071
R00891,L-Serine + Hydrogen sulfide <=> L-Cysteine + H2O,C00065 + C00283 <=> C00097 + C00001,FALSE,4.2.1.22,chr_943,rn00260
R01290,L-Serine + L-Homocysteine <=> L-Cystathionine + H2O,C00065 + C00155 <=> C02291 + C00001,FALSE,4.2.1.22,chr_943,rn00260;rn00270;rn00670
R04942,L-Serine + Selenohomocysteine <=> L-Selenocystathionine + H2O,C00065 + C05698 <=> C05699 + C00001,TRUE,4.2.1.22,chr_943,
R00999,O-Succinyl-L-homoserine + H2O <=> 2-Oxobutanoate + Succinate + Ammonia,C01118 + C00001 <=> C00109 + C00042 + C00014,FALSE,2.5.1.48,chr_945,rn00270
R01288,O-Succinyl-L-homoserine + Hydrogen sulfide <=> L-Homocysteine + Succinate,C01118 + C00283 <=> C00155 + C00042,FALSE,2.5.1.48;2.5.1.-,chr_945,rn00270;rn00920
R02026,O-Acetyl-L-homoserine + Thiosulfate + Thioredoxin + H+ <=> L-Homocysteine + Sulfite + Thioredoxin disulfide + Acetate,C01077 + C00320 + C00342 + C00080 <=> C00155 + C00094 + C00343 + C00033,FALSE,,chr_945,rn00270
R02508,Cystathionine + Succinate <=> O-Succinyl-L-homoserine + L-Cysteine,C00542 + C00042 <=> C01118 + C00097,TRUE,2.5.1.48,chr_945,
R03217,O-Acetyl-L-homoserine + L-Cysteine <=> L-Cystathionine + Acetate,C01077 + C00097 <=> C02291 + C00033,FALSE,2.5.1.48,chr_945,rn00270
R03260,O-Succinyl-L-homoserine + L-Cysteine <=> L-Cystathionine + Succinate,C01118 + C00097 <=> C02291 + C00042,FALSE,2.5.1.48,chr_945,rn00270
R04944,O-Phosphorylhomoserine + L-Selenocysteine <=> L-Selenocystathionine + Orthophosphate,C05702 + C05688 <=> C05699 + C00009,FALSE,2.5.1.48,chr_945,rn00450
R04945,O-Acetyl-L-homoserine + L-Selenocysteine <=> L-Selenocystathionine + Acetate,C01077 + C05688 <=> C05699 + C00033,TRUE,2.5.1.48,chr_945,
R04946,O-Succinyl-L-homoserine + L-Selenocysteine <=> L-Selenocystathionine + Succinate,C01118 + C05688 <=> C05699 + C00042,FALSE,2.5.1.48,chr_945,rn00450
R00220,L-Serine <=> Pyruvate + Ammonia,C00065 <=> C00022 + C00014,FALSE,4.3.1.17;4.3.1.19,( chr_4064 and chr_947 ),rn00260
R00996,L-Threonine <=> 2-Oxobutanoate + Ammonia,C00188 <=> C00109 + C00014,FALSE,4.3.1.19,chr_947,rn00260;rn00290
R01372,Phenylpyruvate + Oxygen <=> 2-Hydroxyphenylacetate + CO2,C00166 + C00007 <=> C05852 + C00011,FALSE,1.13.11.27,chr_948,rn00360
R02521,3-(4-Hydroxyphenyl)pyruvate + Oxygen <=> Homogentisate + CO2,C01179 + C00007 <=> C00544 + C00011,FALSE,1.13.11.27,chr_948,rn00130;rn00350
R01639,ATP + D-Xylulose <=> ADP + D-Xylulose 5-phosphate,C00002 + C00310 <=> C00008 + C00231,TRUE,2.7.1.17,chr_955,rn00040
R08528,"Geranyl diphosphate + Isopentenyl diphosphate <=> 2-cis,6-trans-Farnesyl diphosphate + Diphosphate",C00341 + C00129 <=> C16826 + C00013,FALSE,2.5.1.68,chr_961,rn00900
R01082,(S)-Malate <=> Fumarate + H2O,C00149 <=> C00122 + C00001,TRUE,4.2.1.2,( chr_1917 and chr_970 ),rn00020;rn00620;rn00720
R00762,"D-Fructose 1,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate",C00354 + C00001 <=> C00085 + C00009,FALSE,3.1.3.11,chr_973,rn00010;rn00030;rn00051;rn00680;rn00710
R04780,"beta-D-Fructose 1,6-bisphosphate + H2O <=> beta-D-Fructose 6-phosphate + Orthophosphate",C05378 + C00001 <=> C05345 + C00009,TRUE,3.1.3.11,chr_973,
R05884,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate + 2 Reduced ferredoxin + 2 H+ <=> Isopentenyl diphosphate + 2 Oxidized ferredoxin + H2O,C11811 + 2 C00138 + 2 C00080 <=> C00129 + 2 C00139 + C00001,FALSE,1.17.7.4,chr_979,rn00900
R08210,Dimethylallyl diphosphate + 2 Oxidized ferredoxin + H2O <=> 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate + 2 Reduced ferredoxin + 2 H+,C00235 + 2 C00139 + C00001 <=> C11811 + 2 C00138 + 2 C00080,FALSE,1.17.7.4,chr_979,rn00900
R09846,Protein C-terminal S-farnesyl-L-cysteine + Methanol <=> Protein C-terminal S-farnesyl-L-cysteine methyl ester + H2O,C04506 + C00132 <=> C04748 + C00001,FALSE,3.1.1.-,chr_989,rn00900
R00366,Glycine + H2O + Oxygen <=> Glyoxylate + Ammonia + Hydrogen peroxide,C00037 + C00001 + C00007 <=> C00048 + C00014 + C00027,FALSE,1.4.3.3;1.4.3.19,chr_1023,rn00260
R02457,D-Ornithine + H2O + Oxygen <=> 5-Amino-2-oxopentanoic acid + Ammonia + Hydrogen peroxide,C00515 + C00001 + C00007 <=> C01110 + C00014 + C00027,FALSE,1.4.3.3,chr_1023,rn00470
R02894,D-Proline + Oxygen <=> 1-Pyrroline-2-carboxylate + Hydrogen peroxide,C00763 + C00007 <=> C03564 + C00027,FALSE,1.4.3.3,chr_1023,rn00330;rn00470
R02923,D-Arginine + H2O + Oxygen <=> 5-Guanidino-2-oxopentanoate + Ammonia + Hydrogen peroxide,C00792 + C00001 + C00007 <=> C03771 + C00014 + C00027,FALSE,1.4.3.3,chr_1023,rn00470
R04221,cis-4-Hydroxy-D-proline + Oxygen <=> 1-Pyrroline-4-hydroxy-2-carboxylate + Hydrogen peroxide,C03440 + C00007 <=> C04282 + C00027,FALSE,1.4.3.3,chr_1023,rn00470
R07400,Cephalosporin C + H2O + Oxygen <=> (7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate + Ammonia + Hydrogen peroxide,C00916 + C00001 + C00007 <=> C04712 + C00014 + C00027,FALSE,1.4.3.3,chr_1023,rn00311
R04734,4a-Hydroxytetrahydrobiopterin <=> Dihydrobiopterin + H2O,C15522 <=> C00268 + C00001,FALSE,4.2.1.96,chr_1024,rn00790
R04365,"Succinyl-CoA + 2,3,4,5-Tetrahydrodipicolinate + H2O <=> CoA + N-Succinyl-2-L-amino-6-oxoheptanedioate",C00091 + C03972 + C00001 <=> C00010 + C04462,FALSE,2.3.1.117,chr_1041,rn00300
R02734,"N-Succinyl-LL-2,6-diaminoheptanedioate + H2O <=> Succinate + LL-2,6-Diaminoheptanedioate",C04421 + C00001 <=> C00042 + C00666,FALSE,3.5.1.18,chr_1047,rn00300
R09837,"2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA <=> 2-Oxepin-2(3H)-ylideneacetyl-CoA",C20062 <=> C19975,FALSE,5.3.3.18,chr_1058,rn00360
R09839,"3-Oxo-5,6-dehydrosuberyl-CoA + CoA <=> 5-Carboxy-2-pentenoyl-CoA + Acetyl-CoA",C19945 + C00010 <=> C14144 + C00024,FALSE,2.3.1.223,chr_1058,rn00360
R00899,Cys-Gly + H2O <=> L-Cysteine + Glycine,C01419 + C00001 <=> C00097 + C00037,FALSE,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,( chr_1061 and chr_1448 ),rn00480
R04951,R-S-Cysteinylglycine + H2O <=> S-Substituted L-cysteine + Glycine,C05729 + C00001 <=> C05726 + C00037,FALSE,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,( chr_1061 and chr_1448 ),rn00480
R00798,Nitrite + Acceptor + H2O <=> Nitrate + Reduced acceptor,C00088 + C00028 + C00001 <=> C00244 + C00030,TRUE,1.7.99.-,( chr_1077 and chr_1079 and chr_1080 and chr_4171 ),rn00910
R01106,2 Ferricytochrome c + Nitrite + H2O <=> Nitrate + 2 Ferrocytochrome c + 2 H+,2 C00125 + C00088 + C00001 <=> C00244 + 2 C00126 + 2 C00080,TRUE,1.7.99.-,( chr_1077 and chr_1079 and chr_1080 and chr_4171 ),
R09497,Nitrate + Hydroquinone <=> Nitrite + Quinone + H2O,C00244 + C15603 <=> C00088 + C15602 + C00001,FALSE,1.7.5.1,( chr_1077 and chr_1079 and chr_1080 ),rn00910
R11104,NADH + H2O <=> AMP + NMNH,C00004 + C00001 <=> C00020 + C21113,TRUE,3.6.1.22,chr_1140,
R02094,ATP + dTMP <=> ADP + dTDP,C00002 + C00364 <=> C00008 + C00363,FALSE,2.7.4.9;2.7.4.12,chr_1168,rn00240
R02098,ATP + dUMP <=> ADP + dUDP,C00002 + C00365 <=> C00008 + C01346,FALSE,2.7.4.4;2.7.4.9,chr_1168,rn00240
R05066,(S)-3-Hydroxyisobutyrate + NAD+ <=> (S)-Methylmalonate semialdehyde + NADH + H+,C06001 + C00003 <=> C06002 + C00004 + C00080,TRUE,1.1.1.31,chr_1182,rn00280
R08219,L-Seryl-tRNA(Sec) + Selenophosphoric acid <=> L-Selenocysteinyl-tRNA(Sec) + Orthophosphate,C06481 + C05172 <=> C06482 + C00009,FALSE,2.9.1.1,chr_1185,rn00450;rn00970
R02767,(3R)-3-Hydroxyacyl-[acyl-carrier protein] + NADP+ <=> 3-Oxoacyl-[acyl-carrier protein] + NADPH + H+,C01271 + C00006 <=> C00685 + C00005 + C00080,TRUE,1.1.1.100;1.1.1.-,chr_1195,rn00061
R04533,(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] + NADP+ <=> Acetoacetyl-[acp] + NADPH + H+,C04618 + C00006 <=> C05744 + C00005 + C00080,TRUE,1.1.1.100;1.1.1.-;2.3.1.85;2.3.1.86;2.3.1.-,( chr_1195 and chr_5497 ),rn00061
R04534,(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxodecanoyl-[acp] + NADPH,C04619 + C00006 <=> C05753 + C00005,TRUE,1.1.1.100;1.1.1.-;2.3.1.85;2.3.1.86;2.3.1.-,( chr_1195 and chr_5497 ),rn00061
R04536,(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxooctanoyl-[acp] + NADPH + H+,C04620 + C00006 <=> C05750 + C00005 + C00080,TRUE,1.1.1.100;1.1.1.-;2.3.1.85;2.3.1.86;2.3.1.-,( chr_1195 and chr_5497 ),rn00061
R04543,(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxohexadecanoyl-[acp] + NADPH + H+,C04633 + C00006 <=> C05762 + C00005 + C00080,TRUE,1.1.1.100;1.1.1.-;2.3.1.85;2.3.1.86;2.3.1.-,( chr_1195 and chr_5497 ),rn00061
R04566,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxotetradecanoyl-[acp] + NADPH + H+,C04688 + C00006 <=> C05759 + C00005 + C00080,TRUE,1.1.1.100;1.1.1.-;2.3.1.85;2.3.1.86;2.3.1.-,( chr_1195 and chr_5497 ),rn00061
R04953,(3R)-3-Hydroxyhexanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxohexanoyl-[acp] + NADPH + H+,C05747 + C00006 <=> C05746 + C00005 + C00080,TRUE,1.1.1.100;1.1.1.-;2.3.1.85;2.3.1.86;2.3.1.-,( chr_1195 and chr_5497 ),rn00061
R04964,(3R)-3-Hydroxydodecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxododecanoyl-[acp] + NADPH + H+,C05757 + C00006 <=> C05756 + C00005 + C00080,TRUE,1.1.1.100;1.1.1.-;2.3.1.85;2.3.1.86;2.3.1.-,( chr_1195 and chr_5497 ),rn00061
R07763,3-Oxostearoyl-[acp] + NADPH + H+ <=> (3R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] + NADP+,C16219 + C00005 + C00080 <=> C16220 + C00006,TRUE,1.1.1.100;2.3.1.-,chr_1195,rn00061
R10116,3-Ketoglutaryl-[acp] methyl ester + NADPH + H+ <=> 3-Hydroxyglutaryl-[acp] methyl ester + NADP+,C20372 + C00005 + C00080 <=> C20373 + C00006,FALSE,1.1.1.100,chr_1195,rn00780
R10120,3-Ketopimeloyl-[acp] methyl ester + NADPH + H+ <=> 3-Hydroxypimeloyl-[acp] methyl ester + NADP+,C20376 + C00005 + C00080 <=> C20377 + C00006,FALSE,1.1.1.100,chr_1195,rn00780
R11671,Malonyl-CoA + Acetyl-CoA <=> Dodecanoyl-[acyl-carrier protein],C00083 + C00024 <=> C05223,FALSE,,( chr_1195 and chr_1674 and chr_4185 ),rn00333
R00533,Sulfite + Oxygen + H2O <=> Sulfate + Hydrogen peroxide,C00094 + C00007 + C00001 <=> C00059 + C00027,FALSE,1.8.3.1,chr_1215,rn00920
R00009,2 Hydrogen peroxide <=> Oxygen + 2 H2O,2 C00027 <=> C00007 + 2 C00001,FALSE,1.11.1.6;1.11.1.21,chr_1225,rn00630
R00602,Methanol + Hydrogen peroxide <=> Formaldehyde + 2 H2O,C00132 + C00027 <=> C00067 + 2 C00001,TRUE,1.11.1.6;1.11.1.7;1.11.1.21,( chr_1225 and chr_2777 ),
R02670,2 3-Hydroxyanthranilate + 4 Oxygen <=> Cinnavalininate + 2 Superoxide + 2 Hydrogen peroxide + 2 H+,2 C00632 + 4 C00007 <=> C05640 + 2 C00704 + 2 C00027 + 2 C00080,FALSE,1.11.1.6;1.11.1.21,( chr_1225 and chr_2777 ),rn00380
R02356,Estrone + H+ + Oxygen + NADPH <=> 16alpha-Hydroxyestrone + NADP+ + H2O,C00468 + C00080 + C00007 + C00005 <=> C05300 + C00006 + C00001,FALSE,1.14.14.1;1.14.14.-,( chr_1238 and chr_3858 ),rn00140
R03408,Dehydroepiandrosterone + H+ + Oxygen + NADPH <=> 16alpha-Hydroxydehydroepiandrosterone + NADP+ + H2O,C01227 + C00080 + C00007 + C00005 <=> C05139 + C00006 + C00001,TRUE,1.14.14.1;1.14.14.-,( chr_1238 and chr_3858 ),rn00140
R08286,Ifosfamide <=> Dechloroethylcyclophosphamide + Chloroacetaldehyde,C07047 <=> C16550 + C06754,TRUE,1.14.14.1;1.14.14.-,( chr_1238 and chr_3858 ),rn00982
R08287,Ifosfamide <=> 2-Dechloroethylifosfamide + Chloroacetaldehyde,C07047 <=> C16555 + C06754,TRUE,1.14.14.1;1.14.14.-,( chr_1238 and chr_3858 ),rn00982
R08390,Retinoate + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> all-trans-18-Hydroxyretinoic acid + [Oxidized NADPH---hemoprotein reductase] + H2O,C00777 + C03024 + C00007 <=> C16679 + C03161 + C00001,FALSE,1.14.14.1;1.14.14.-,( chr_1238 and chr_3858 and chr_4975 ),rn00830
R08391,"Retinoate + NADPH + H+ + Oxygen <=> all-trans-5,6-Epoxyretinoic acid + NADP+ + H2O",C00777 + C00005 + C00080 + C00007 <=> C16680 + C00006 + C00001,FALSE,1.14.14.1;1.14.14.-,( chr_1238 and chr_3858 and chr_4975 ),rn00830
R08392,Retinoate + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> all-trans-4-Hydroxyretinoic acid + [Oxidized NADPH---hemoprotein reductase] + H2O,C00777 + C03024 + C00007 <=> C16677 + C03161 + C00001,FALSE,1.14.14.1;1.14.14.-,( chr_1238 and chr_3858 and chr_4975 ),rn00830
R09404,Aflatoxin B1 + Oxygen + NADPH + H+ <=> Aflatoxin Q1 + H2O + NADP+,C06800 + C00007 + C00005 + C00080 <=> C19585 + C00001 + C00006,FALSE,1.14.14.1;1.14.14.-,( chr_1238 and chr_3858 ),rn00980
R09408,"Aflatoxin B1 + Oxygen + NADPH + H+ <=> Aflatoxin B1-exo-8,9-epoxide + H2O + NADP+",C06800 + C00007 + C00005 + C00080 <=> C19586 + C00001 + C00006,FALSE,1.14.14.1;1.14.14.-,( chr_1238 and chr_3858 and chr_4975 ),rn00980
R02164,Quinone + Succinate <=> Hydroquinone + Fumarate,C15602 + C00042 <=> C15603 + C00122,TRUE,1.3.5.1,( chr_1247 and chr_1248 and chr_7395 and chr_7396 ),rn00020;rn00620;rn00650;rn00720
R00582,O-Phospho-L-serine + H2O <=> L-Serine + Orthophosphate,C01005 + C00001 <=> C00065 + C00009,FALSE,3.1.3.3,chr_1255,rn00260;rn00680
R01268,Nicotinamide + H2O <=> Nicotinate + Ammonia,C00153 + C00001 <=> C00253 + C00014,FALSE,3.5.1.19,chr_1265,rn00760
R01724,Nicotinate D-ribonucleotide + Diphosphate + ADP + Orthophosphate <=> Nicotinate + 5-Phospho-alpha-D-ribose 1-diphosphate + ATP + H2O + H+,C01185 + C00013 + C00008 + C00009 <=> C00253 + C00119 + C00002 + C00001 + C00080,TRUE,6.3.4.21,chr_1266,rn00760
R01519,"D-Glucono-1,5-lactone + H2O <=> D-Gluconic acid",C00198 + C00001 <=> C00257,FALSE,3.1.1.17,chr_1278,rn00030
R02933,"L-Gulono-1,4-lactone + H2O <=> L-Gulonate",C01040 + C00001 <=> C00800,TRUE,3.1.1.17;3.1.1.25,chr_1278,rn00053
R03751,epsilon-Caprolactone + H2O <=> 6-Hydroxyhexanoic acid,C01880 + C00001 <=> C06103,FALSE,3.1.1.17;3.1.1.83,( chr_1278 and chr_2964 ),rn00930
R00260,L-Glutamate <=> D-Glutamate,C00025 <=> C00217,TRUE,5.1.1.3,chr_1280,rn00470
R00720,ITP + H2O <=> IMP + Diphosphate,C00081 + C00001 <=> C00130 + C00013,FALSE,3.6.1.66,chr_1283,rn00230
R02720,XTP + H2O <=> Xanthosine 5'-phosphate + Diphosphate,C00700 + C00001 <=> C00655 + C00013,FALSE,3.6.1.66,chr_1283,rn00230
R03531,dITP + H2O <=> 2'-Deoxyinosine 5'-phosphate + Diphosphate,C01345 + C00001 <=> C06196 + C00013,FALSE,3.6.1.66,chr_1283,rn00230
R08243,6-Mercaptopurine ribonucleoside triphosphate + H2O <=> 6-Thioinosine-5'-monophosphate + Diphosphate,C16617 + C00001 <=> C04646 + C00013,FALSE,3.6.1.66,chr_1283,rn00983
R03145,Pyruvate + Ubiquinone + H2O <=> Acetate + Ubiquinol + CO2,C00022 + C00399 + C00001 <=> C00033 + C00390 + C00011,FALSE,1.2.5.1,chr_1290,rn00620
R01055,Uracil + D-Ribose 5-phosphate <=> Pseudouridine 5'-phosphate + H2O,C00106 + C00117 <=> C01168 + C00001,TRUE,4.2.1.70,chr_1300,rn00240
R08836,"3,4-Dihydroxy-L-phenylalanine + Oxygen <=> 4,5-seco-Dopa",C00355 + C00007 <=> C17758,FALSE,1.13.11.-,chr_1302,rn00965
R01424,Hippurate + H2O <=> Benzoate + Glycine,C01586 + C00001 <=> C00180 + C00037,TRUE,3.5.1.32,chr_1310,
R11582,Molybdoenzyme molybdenum cofactor + CTP <=> Cytidylyl molybdenum cofactor + Diphosphate,C18237 + C00063 <=> C21485 + C00013,FALSE,2.7.7.76,chr_1322,rn00790
R01676,Guanine + H2O <=> Xanthine + Ammonia,C00242 + C00001 <=> C00385 + C00014,FALSE,3.5.4.3,chr_1324,rn00230
R01768,Hypoxanthine + NAD+ + H2O <=> Xanthine + NADH + H+,C00262 + C00003 + C00001 <=> C00385 + C00004 + C00080,FALSE,1.17.1.4,( chr_1327 and chr_2618 and chr_2620 and chr_4693 and chr_4694 and chr_4695 ),rn00230
R02103,Xanthine + NAD+ + H2O <=> Urate + NADH + H+,C00385 + C00003 + C00001 <=> C00366 + C00004 + C00080,FALSE,1.17.1.4,( chr_1327 and chr_2618 and chr_2620 and chr_4693 and chr_4694 and chr_4695 ),rn00230
R00670,L-Ornithine <=> Putrescine + CO2,C00077 <=> C00134 + C00011,FALSE,4.1.1.17,chr_1329,rn00330;rn00480
R00178,S-Adenosyl-L-methionine + H+ <=> S-Adenosylmethioninamine + CO2,C00019 + C00080 <=> C01137 + C00011,FALSE,4.1.1.50,chr_1330,rn00270;rn00330
R01051,ATP + D-Ribose <=> ADP + D-Ribose 5-phosphate,C00002 + C00121 <=> C00008 + C00117,TRUE,2.7.1.15,chr_1333,rn00030
R02750,2-Deoxy-D-ribose 5-phosphate + ADP <=> Deoxyribose + ATP,C00673 + C00008 <=> C01801 + C00002,TRUE,2.7.1.15;2.7.1.229,chr_1333,rn00030
R01209,"2,3-Dihydroxy-3-methylbutanoate <=> 3-Methyl-2-oxobutanoic acid + H2O",C04039 <=> C00141 + C00001,TRUE,4.2.1.9,chr_1341,
R04441,"(R)-2,3-Dihydroxy-3-methylbutanoate <=> 3-Methyl-2-oxobutanoic acid + H2O",C04272 <=> C00141 + C00001,FALSE,4.2.1.9,chr_1341,rn00290;rn00770
R05070,"(R)-2,3-Dihydroxy-3-methylpentanoate <=> (S)-3-Methyl-2-oxopentanoic acid + H2O",C06007 <=> C00671 + C00001,FALSE,4.2.1.9,chr_1341,rn00290
